date,PX,ret_1d,logret_1d,sma_5,sma_20,ema_12,ema_26,sma_cross,bb_mid_20,bb_up_20,bb_lo_20,bb_pos,rsi_14,macd,macd_sig_9,macd_hist,vol_20d,roc_12,Volume,avg_sentiment,sentiment_lag1,z_rsi,z_macd,z_px_roc,composite,signal,future_ret
2025-05-29,458.68,0.0028861290886827,0.0028819722143877,456.354,447.5265,451.7773431520741,436.6554525620756,1,447.5265,468.9048710422885,426.1481289577114,0.5217188895233102,68.91266840932346,15.121890589998486,16.103772134480508,-0.9818815444820216,0.2961505656696855,0.0209678137381472,13982211.0,0.0,0.0,0.2855828697903091,0.6317429968359621,-0.860510483937483,-0.08612634621106668,0,0.0036626842242957203
2025-05-30,460.36,0.0036626842242957,0.0036559929301866,457.454,449.2745,453.0977518979088,438.4113449648848,1,449.2745,468.6593649317391,429.8896350682609,0.5718636698803916,69.75038583107127,14.686406933023989,15.820299094189206,-1.1338921611652175,0.163728687148901,0.0249810749432248,34770475.0,0.0,0.0,0.35068004257318064,0.570888127423094,-0.7843555775614709,-0.06166641177610514,0,0.003497263011556173
2025-06-02,461.97,0.0034972630115561,0.0034911618081408,459.81200000000007,450.609,454.46271314438434,440.1564305230414,1,450.609,469.6083550029215,431.6096449970786,0.5979676677578297,70.56889206408789,14.306282621342916,15.51749579961995,-1.211213178277033,0.1475301350365578,0.0199364154192609,16626495.0,0.0,0.0,0.4139290906494134,0.5177521924178401,-0.8296647516690611,-0.07815879684982867,0,0.0021646427257180356
2025-06-03,462.97,0.002164642725718,0.0021623032621133,460.268,451.94900000000007,455.7715265067868,441.8463245583716,1,451.94900000000007,470.4338796246437,433.4641203753564,0.5962170283925987,71.09210376256375,13.925201948415122,15.199037029378983,-1.2738350809638614,0.1475207047484956,0.0217156224483041,15743760.0,0.0,0.0,0.45147200390219394,0.4657698455704704,-0.7848588090125129,-0.06796372098132311,0,0.0019439704516490686
2025-06-04,463.87,0.001943970451649,0.0019420833862943,461.57,453.477,457.0174455057426,443.47770792441816,1,453.477,470.4663676968148,436.4876323031852,0.611735538689209,71.58176433790553,13.53973758132446,14.867177139768078,-1.3274395584436185,0.1432352183146583,0.0211328064807274,14162688.0,0.0,0.0,0.4859900724853119,0.4142712504770934,-0.7735931282681398,-0.06999176777751315,0,0.00821350809494037
2025-06-05,467.68,0.0082135080949403,0.0081799608060967,463.37000000000006,455.1935,458.6578385048592,445.2704703003872,1,455.1935,470.4715203664129,439.9154796335872,0.8172852045314871,73.61898164532224,13.387368204472011,14.571215352708863,-1.183847148236854,0.1436288919155146,0.0191993375029964,20154460.0,0.0,0.0,0.6559348665155333,0.38997829654168464,-0.7813392895432798,-0.04478720390162008,0,0.005773178241532673
2025-06-06,470.38,0.0057731782415326,0.005756577310805,465.374,456.804,460.4612479656501,447.1304354633214,1,456.804,471.29676465582617,442.3112353441738,0.9367432869022956,74.98741094833889,13.330812502328628,14.32313478263282,-0.992322280304192,0.1412931022732403,0.0266494969116266,15285624.0,0.0,0.0,0.7629020661816356,0.37716751876800414,-0.6635608297153937,0.014626002527940385,1,0.00503847952719072
2025-06-09,472.75,0.0050384795271907,0.0050258288648259,467.53,458.505,462.3518252017039,449.0281809845569,1,458.505,472.01856823035786,444.991431769642,1.0541257317959134,76.15655770587225,13.323644217146978,14.123236669535652,-0.7995924523886746,0.1411209689693803,0.0445897872152374,16469932.0,0.0,0.0,0.8491088641611143,0.3704534928200477,-0.4048525760841994,0.12073674440776502,1,-0.003870967741935405
2025-06-10,470.92,-0.0038709677419354,-0.0038784793285707,469.12,459.588,463.6700059399033,450.64979720792303,1,459.588,473.44921373893874,445.7267862610613,0.817533025132302,73.3072159968706,13.02020873198029,13.90263108202458,-0.8824223500442905,0.1219927498110964,0.0353075671635227,15375944.0,0.0,0.0,0.5764245115047051,0.32897280974392323,-0.5276838827297008,0.012838745781526564,1,0.003609954981737884
2025-06-11,472.62,0.0036099549817378,0.0036034547332919,470.87000000000006,460.762,465.0469281029952,452.2772196369658,1,460.762,474.87238975181504,446.65161024818497,0.8403736685214312,74.27027926136213,12.769708466029329,13.676046558825533,-0.9063380927962026,0.12166283511563,0.0498467279754764,16399176.0,0.0,0.0,0.653380125910116,0.29421468655850663,-0.3142235082913215,0.09425146891968735,1,0.013224154712030867
2025-06-12,478.87,0.0132241547120308,0.013137478884932,473.108,462.0585,467.1735545486882,454.2470552194128,1,462.0585,477.812112484651,446.304887515349,1.0671520590200954,77.48633083336321,12.926499329275371,13.5261371129155,-0.5996377836401265,0.1257629797484609,0.0394625453124661,18950582.0,0.0,0.0,0.9312891066850577,0.30924309906965336,-0.4581416578510022,0.10321901585657413,1,-0.008165055234197194
2025-06-13,474.96,-0.0081650552341971,-0.0081985718657999,474.024,463.15,468.3714692335054,455.7813474253822,1,463.15,479.3184592242111,446.98154077578886,0.730434473454054,71.46793703356337,12.590121808123229,13.338934051957043,-0.7488122438338163,0.1315011648972219,0.0384817211824382,16814456.0,0.0,0.0,0.3620475272902983,0.2636728699413435,-0.4654385411057702,-0.024575766443624025,0,0.008800741115041255
2025-06-16,479.14,0.0088007411150412,0.008762240318423,475.302,464.3935,470.0281662745045,457.51161798646496,1,464.3935,481.4854522767983,447.3015477232016,0.8627744660870506,73.80988438806773,12.516548288039589,13.174456899173554,-0.6579086111339674,0.1334586685440003,0.0446062614458881,15626104.0,0.0,0.0,0.5746164662568335,0.251117109022059,-0.3693566127070214,0.04842775605942398,1,-0.002295779939057385
2025-06-17,478.04,-0.0022957799390573,-0.0022984192821627,476.726,465.352,471.2607560784269,459.0322388763565,1,465.352,483.269847145139,447.43415285486105,0.708120785785482,72.1319585350673,12.228517202070464,12.985268959752936,-0.7567517576824727,0.1315604385636608,0.0384047267355982,15414128.0,0.0,0.0,0.4085230465786411,0.21161371722736433,-0.45587443817485457,-0.0249480147386298,0,0.004602125345159358
2025-06-18,480.24,0.0046021253451593,0.0045915679449073,478.25,466.4555,472.6421782202074,460.6031841447745,1,466.4555,485.20987405824496,447.7011259417551,0.7350018698139348,73.43278381755505,12.038994075432925,12.796013982888937,-0.7570199074560104,0.1311484656875557,0.03954802259887,17526452.0,0.0,0.0,0.5262728762149005,0.1848452344154015,-0.43254497875786,7.514128157945499e-05,1,-0.00591370981176087
2025-06-20,477.4,-0.0059137098117608,-0.005931265038858,477.956,467.697,473.37415080171394,461.8473927266431,1,467.697,485.8591330766935,449.53486692330654,0.5342434150783386,68.957947150888,11.52675807507086,12.542162801325322,-1.015404726254463,0.1234362083925739,0.031168326241441,37576206.0,0.0,0.0,0.08931792610266753,0.1163672287202886,-0.5525564072376733,-0.14643935013258,0,0.018014243820695386
2025-06-23,486.0,0.0180142438206953,0.017853909995764,480.164,469.254,475.3165891399118,463.6364747468917,1,469.254,488.108433403,450.3995665970001,0.888173070071439,74.10410314392163,11.680114393020062,12.36975311966427,-0.6896387266442083,0.1345749113235494,0.047707331795546,24863952.0,0.0,0.0,0.5876551317776353,0.1351830333586497,-0.2937464092525483,0.048515541456797595,1,0.008456790123456903
2025-06-24,490.11,0.0084567901234569,0.0084212318060332,482.358,471.2505,477.5924985030023,465.5974766174924,1,471.2505,490.0570548203632,452.4439451796368,1.002815251392002,76.139893032585,11.995021885509914,12.2948068728334,-0.2997849873234859,0.1255027621387198,0.0479601436879917,22305642.0,0.0,0.0,0.7760112718893234,0.17546065517543447,-0.28643941572452697,0.09881362266813888,1,0.0044071738997366605
2025-06-25,492.27,0.0044071738997366,0.0043974907486416,485.204,472.8295,479.8505756563866,467.5732190902707,1,472.8295,493.14512165326727,452.5138783467327,0.9569237078636704,77.15629422717709,12.277356566115884,12.291316811489898,-0.0139602453740135,0.1040083920098517,0.0465368425528296,17495099.0,0.0,0.0,0.8610250595332546,0.21140017466640304,-0.305320904675079,0.11819273893697406,1,0.01052268064273676
2025-06-26,497.45,0.0105226806427367,0.0104677025802,488.646,474.834,482.5581794015579,469.7863139724728,1,474.834,496.5835044347845,453.0844955652155,1.0398397842954843,79.42037036322104,12.77186542908504,12.387426535008927,0.3844388940761121,0.0990266564168538,0.0522474881015335,21578853.0,0.0,0.0,1.0630010812901232,0.2760663388410256,-0.21212734336499173,0.20737223079053393,1,-0.0030354809528595483
2025-06-27,495.94,-0.0030354809528595,-0.003040097369564,492.354,476.697,484.6169210320874,471.723624048586,1,476.697,498.9965898947606,454.3974101052394,0.862930667820096,77.0238476473424,12.893296983501443,12.48860062470743,0.4046963587940126,0.1022517103454388,0.0531300433194597,34539236.0,0.0,0.0,0.8097646268179319,0.2896705994867267,-0.19586780928300956,0.16581684198621474,1,0.0029640682340605906
2025-06-30,497.41,0.0029640682340605,0.0029596840450329,494.636,478.5495,486.5850870271509,473.6263185635056,1,478.5495,501.2861446397553,455.8128553602446,0.8295199357174365,77.72842022505742,12.958768463645356,12.582634192495016,0.3761342711503399,0.1023040693436488,0.052452287249799,28368991.0,0.0,0.0,0.8648709393754525,0.2956074346771761,-0.20475132315953593,0.17521308343854697,1,-0.010775818741078802
2025-07-01,492.05,-0.0107758187410788,-0.010834298365843,495.024,480.0535,487.4258428691277,474.9910357069496,1,480.0535,502.14269552514776,457.9643044748522,0.543093567456653,69.37466971187878,12.43480716217806,12.553068786431623,-0.1182616242535647,0.1148736252529013,0.0275231273623322,19945375.0,0.0,0.0,0.025628644909462355,0.21945872919676473,-0.6055175302847458,-0.15194072431857733,0,-0.0019510212376792069
2025-07-02,491.09,-0.0019510212376792,-0.0019529269587524,494.788,481.45949999999993,487.98955935080033,476.1835515805089,1,481.45949999999993,502.5263174850453,460.3926825149546,0.4571407146255673,67.96576063160416,11.806007770291444,12.40365658320359,-0.597648812912146,0.1162651705251185,0.0339607545898601,16319641.0,0.0,0.0,-0.11618119026084846,0.12866363134134437,-0.49330135348721127,-0.16372580393735753,0,0.015781221364719267
